,FV_D,FV_M,FV_DATE,VISIT_CODE,WP_ID,NAICS,RegCode,INDCode,HICCode,HICPerCode,E1524Code,E2554Code,E55pCode,ConCode,Claims_Code
25283,6,2,2019-02-06,2019-02-06 334139,334139,418990,5,12,3,1,2,1,1,3,2
25001,21,5,2019-05-21,2019-05-21 2083913,2083913,238160,5,4,2,4,2,2,2,1,1
11524,5,2,2019-02-05,2019-02-05 2058683,2058683,236220,2,4,6,4,2,2,2,2,4
12042,23,7,2019-07-23,2019-07-23 2099317,2099317,812114,2,10,2,2,1,1,2,4,1
2582,26,2,2019-02-26,2019-02-26 2047349,2047349,236110,1,4,4,5,2,2,2,4,2
13716,16,9,2019-09-16,2019-09-16 2041760,2041760,236220,2,4,6,4,2,2,2,3,4
21758,22,5,2019-05-22,2019-05-22 2082684,2082684,237130,4,4,5,5,2,2,2,2,3
7894,23,9,2019-09-23,2019-09-23 2111525,2111525,236110,2,4,6,4,2,2,2,3,4
9263,17,9,2019-09-17,2019-09-17 1650610,1650610,541940,2,12,7,1,2,1,1,3,5
19262,22,10,2019-10-22,2019-10-22 2057230,2057230,212323,4,2,1,3,1,2,1,3,1
5545,13,2,2019-02-13,2019-02-13 2036926,2036926,236110,2,4,6,4,2,2,2,1,4
22962,30,11,2019-11-30,2019-11-30 2041405,2041405,236110,4,4,5,5,2,2,2,2,3
8655,14,2,2019-02-14,2019-02-14 2061324,2061324,333519,2,5,7,2,1,1,2,4,5
9117,22,10,2019-10-22,2019-10-22 1846161,1846161,713299,2,12,7,1,2,1,1,1,5
10112,15,8,2019-08-15,2019-08-15 2048187,2048187,236110,2,4,6,4,2,2,2,1,4
21857,14,11,2019-11-14,2019-11-14 2123430,2123430,236220,4,4,5,5,2,2,2,2,3
21115,1,5,2019-05-01,2019-05-01 1987089,1987089,236110,4,4,5,5,2,2,2,2,3
5858,8,4,2019-04-08,2019-04-08 1729637,1729637,326290,2,5,7,2,1,1,2,3,5
21754,9,2,2019-02-09,2019-02-09 2035419,2035419,236110,4,4,5,5,2,2,2,1,3
12815,31,10,2019-10-31,2019-10-31 1990965,1990965,236220,2,4,6,4,2,2,2,3,4
8818,1,11,2019-11-01,2019-11-01 1207226,1207226,332319,2,5,7,2,1,1,2,1,5
1629,24,9,2019-09-24,2019-09-24 1914731,1914731,236110,1,4,4,5,2,2,2,4,2
9011,3,4,2019-04-03,2019-04-03 2073774,2073774,236220,2,4,6,4,2,2,2,4,4
7299,19,9,2019-09-19,2019-09-19 2029245,2029245,414510,2,12,7,1,2,1,1,1,5
6,11,3,2019-03-11,2019-03-11 2066269,2066269,236110,1,4,4,5,2,2,2,4,2
12174,21,11,2019-11-21,2019-11-21 2115613,2115613,236220,2,4,6,4,2,2,2,1,4
15907,5,10,2019-10-05,2019-10-05 2049087,2049087,236110,3,4,2,3,2,2,2,3,2
1395,28,11,2019-11-28,2019-11-28 2080708,2080708,237310,1,4,4,5,2,2,2,4,2
25164,26,11,2019-11-26,2019-11-26 2084643,2084643,236220,5,4,2,4,2,2,2,1,1
26532,24,8,2019-08-24,2019-08-24 2108526,2108526,236110,5,4,2,4,2,2,2,1,1
19488,20,12,2019-12-20,2019-12-20 2135944,2135944,444190,4,12,7,1,2,1,1,4,5
4674,14,3,2019-03-14,2019-03-14 2063179,2063179,237990,1,4,4,5,2,2,2,3,2
13417,27,9,2019-09-27,2019-09-27 2117493,2117493,237310,2,4,6,4,2,2,2,2,4
27199,5,11,2019-11-05,2019-11-05 69130,69130,622111,5,8,3,1,1,2,1,1,2
4015,26,9,2019-09-26,2019-09-26 1964848,1964848,236220,1,4,4,5,2,2,2,1,2
25944,24,7,2019-07-24,2019-07-24 2087963,2087963,236220,5,4,2,4,2,2,2,2,1
18289,19,12,2019-12-19,2019-12-19 2125613,2125613,236110,4,4,5,5,2,2,2,3,3
1151,4,1,2019-01-04,2019-01-04 2042066,2042066,236110,1,4,4,5,2,2,2,3,2
21756,9,2,2019-02-09,2019-02-09 2042773,2042773,236110,4,4,5,5,2,2,2,2,3
3001,4,3,2019-03-04,2019-03-04 1751303,1751303,493110,1,6,2,5,1,1,2,1,2
2076,8,1,2019-01-08,2019-01-08 1611557,1611557,446110,1,12,6,1,2,1,1,1,5
6055,26,6,2019-06-26,2019-06-26 1304281,1304281,442110,2,12,7,1,2,1,1,1,5
20845,22,3,2019-03-22,2019-03-22 2062723,2062723,236220,4,4,5,5,2,2,2,1,3
5054,10,12,2019-12-10,2019-12-10 1860716,1860716,416320,2,12,7,1,2,1,1,2,5
16104,21,8,2019-08-21,2019-08-21 2099451,2099451,236220,3,4,2,3,2,2,2,1,2
7352,9,6,2019-06-09,2019-06-09 2088445,2088445,238160,2,4,6,4,2,2,2,1,4
604,5,9,2019-09-05,2019-09-05 2111761,2111761,212323,1,2,1,2,1,2,1,3,1
8792,16,5,2019-05-16,2019-05-16 1744112,1744112,722511,2,9,2,3,2,1,1,4,1
26025,27,9,2019-09-27,2019-09-27 2118580,2118580,236110,5,4,2,4,2,2,2,3,1
19872,24,4,2019-04-24,2019-04-24 2072358,2072358,238990,4,4,5,5,2,2,2,1,3
10448,13,11,2019-11-13,2019-11-13 2100516,2100516,236110,2,4,6,4,2,2,2,1,4
3235,14,6,2019-06-14,2019-06-14 48036,48036,811111,1,10,1,2,1,1,2,3,1
2158,5,10,2019-10-05,2019-10-05 2119989,2119989,238160,1,4,4,5,2,2,2,3,2
26856,20,11,2019-11-20,2019-11-20 2037044,2037044,237310,5,4,2,4,2,2,2,1,1
21270,13,5,2019-05-13,2019-05-13 1169019,1169019,722512,4,9,1,2,2,1,1,3,1
19938,21,6,2019-06-21,2019-06-21 14723,14723,417990,4,12,7,1,2,1,1,4,5
2251,8,10,2019-10-08,2019-10-08 2112449,2112449,236110,1,4,4,5,2,2,2,3,2
5072,3,5,2019-05-03,2019-05-03 2041735,2041735,236110,2,4,6,4,2,2,2,4,4
26215,19,12,2019-12-19,2019-12-19 45134,45134,441110,5,12,3,1,2,1,1,3,2
19679,8,7,2019-07-08,2019-07-08 4991,4991,313310,4,5,7,2,1,1,2,2,5
25933,8,10,2019-10-08,2019-10-08 32266,32266,332710,5,5,1,1,1,1,2,3,1
22481,26,8,2019-08-26,2019-08-26 2097275,2097275,236220,4,4,5,5,2,2,2,4,3
9818,17,9,2019-09-17,2019-09-17 2115112,2115112,812115,2,10,2,2,1,1,2,4,1
20521,18,3,2019-03-18,2019-03-18 2008654,2008654,236110,4,4,5,5,2,2,2,1,3
872,11,6,2019-06-11,2019-06-11 1911530,1911530,236110,1,4,4,5,2,2,2,1,2
24709,5,6,2019-06-05,2019-06-05 2015321,2015321,237130,5,4,2,4,2,2,2,1,1
15942,5,10,2019-10-05,2019-10-05 2113572,2113572,236110,3,4,2,3,2,2,2,3,2
2287,31,10,2019-10-31,2019-10-31 2129879,2129879,446110,1,12,6,1,2,1,1,1,5
27112,5,9,2019-09-05,2019-09-05 2095482,2095482,236220,5,4,2,4,2,2,2,4,1
1189,1,3,2019-03-01,2019-03-01 2043199,2043199,236110,1,4,4,5,2,2,2,4,2
11264,14,3,2019-03-14,2019-03-14 1954991,1954991,236210,2,4,6,4,2,2,2,4,4
14749,31,1,2019-01-31,2019-01-31 1237148,1237148,722512,3,9,1,2,2,1,1,4,1
3563,28,2,2019-02-28,2019-02-28 2053279,2053279,236110,1,4,4,5,2,2,2,3,2
3309,5,6,2019-06-05,2019-06-05 2087587,2087587,448150,1,12,6,1,2,1,1,2,5
14137,18,6,2019-06-18,2019-06-18 1956057,1956057,236110,2,4,6,4,2,2,2,3,4
21508,9,8,2019-08-09,2019-08-09 1690020,1690020,452999,4,12,7,1,2,1,1,4,5
18473,23,9,2019-09-23,2019-09-23 2116010,2116010,236110,4,4,5,5,2,2,2,3,3
16773,16,5,2019-05-16,2019-05-16 2083308,2083308,722512,3,9,1,2,2,1,1,4,1
5524,22,8,2019-08-22,2019-08-22 2108388,2108388,236110,2,4,6,4,2,2,2,2,4
17742,6,3,2019-03-06,2019-03-06 2065475,2065475,236110,4,4,5,5,2,2,2,4,3
19716,9,10,2019-10-09,2019-10-09 2122174,2122174,493110,4,6,4,3,1,1,2,4,3
3443,31,7,2019-07-31,2019-07-31 2101407,2101407,442110,1,12,6,1,2,1,1,1,5
25959,26,9,2019-09-26,2019-09-26 2117215,2117215,623310,5,8,3,1,1,2,1,2,2
13190,1,5,2019-05-01,2019-05-01 2079120,2079120,238990,2,4,6,4,2,2,2,3,4
16818,16,2,2019-02-16,2019-02-16 1058558,1058558,444190,3,12,7,1,2,1,1,1,5
1429,8,5,2019-05-08,2019-05-08 2081181,2081181,236110,1,4,4,5,2,2,2,4,2
14027,6,8,2019-08-06,2019-08-06 1990026,1990026,238990,2,4,6,4,2,2,2,1,4
5549,2,4,2019-04-02,2019-04-02 2058324,2058324,236110,2,4,6,4,2,2,2,4,4
1933,19,11,2019-11-19,2019-11-19 2131239,2131239,812115,1,10,1,2,1,1,2,4,1
8982,10,5,2019-05-10,2019-05-10 2082030,2082030,811490,2,10,2,2,1,1,2,4,1
18416,28,9,2019-09-28,2019-09-28 2118525,2118525,236110,4,4,5,5,2,2,2,3,3
21123,26,9,2019-09-26,2019-09-26 2117295,2117295,236220,4,4,5,5,2,2,2,1,3
18169,22,1,2019-01-22,2019-01-22 2031065,2031065,236110,4,4,5,5,2,2,2,2,3
1552,18,11,2019-11-18,2019-11-18 2130750,2130750,238170,1,4,4,5,2,2,2,3,2
18002,14,3,2019-03-14,2019-03-14 2069309,2069309,236110,4,4,5,5,2,2,2,4,3
12050,25,7,2019-07-25,2019-07-25 2076297,2076297,236210,2,4,6,4,2,2,2,1,4
21225,12,6,2019-06-12,2019-06-12 2049693,2049693,236110,4,4,5,5,2,2,2,3,3
12160,26,2,2019-02-26,2019-02-26 2063949,2063949,812115,2,10,2,2,1,1,2,3,1
24271,29,4,2019-04-29,2019-04-29 69756,69756,623310,5,8,3,1,1,2,1,2,2
9186,16,7,2019-07-16,2019-07-16 2097598,2097598,238190,2,4,6,4,2,2,2,1,4
17747,14,6,2019-06-14,2019-06-14 2090322,2090322,236210,4,4,5,5,2,2,2,4,3
1447,25,7,2019-07-25,2019-07-25 2100251,2100251,238160,1,4,4,5,2,2,2,4,2
5421,28,8,2019-08-28,2019-08-28 2095996,2095996,236210,2,4,6,4,2,2,2,1,4
22721,25,2,2019-02-25,2019-02-25 2029967,2029967,236220,4,4,5,5,2,2,2,4,3
4268,30,9,2019-09-30,2019-09-30 2109170,2109170,236110,1,4,4,5,2,2,2,4,2
21789,4,2,2019-02-04,2019-02-04 2041958,2041958,236110,4,4,5,5,2,2,2,2,3
2522,21,11,2019-11-21,2019-11-21 2013513,2013513,236110,1,4,4,5,2,2,2,4,2
16108,6,3,2019-03-06,2019-03-06 2056801,2056801,236110,3,4,2,3,2,2,2,1,2
1540,22,2,2019-02-22,2019-02-22 2064629,2064629,236110,1,4,4,5,2,2,2,4,2
963,3,6,2019-06-03,2019-06-03 1957161,1957161,236110,1,4,4,5,2,2,2,3,2
7871,6,11,2019-11-06,2019-11-06 1903675,1903675,446110,2,12,7,1,2,1,1,1,5
1071,26,9,2019-09-26,2019-09-26 2101757,2101757,236220,1,4,4,5,2,2,2,3,2
5407,9,1,2019-01-09,2019-01-09 1977455,1977455,236110,2,4,6,4,2,2,2,2,4
18136,18,3,2019-03-18,2019-03-18 1016675,1016675,621610,4,8,7,2,1,2,1,3,5
6500,19,12,2019-12-19,2019-12-19 2111903,2111903,236220,2,4,6,4,2,2,2,1,4
12974,9,9,2019-09-09,2019-09-09 2109079,2109079,236220,2,4,6,4,2,2,2,3,4
9437,10,9,2019-09-10,2019-09-10 1136787,1136787,115210,2,1,1,2,1,1,2,2,1
11776,9,4,2019-04-09,2019-04-09 2047243,2047243,236110,2,4,6,4,2,2,2,3,4
14709,31,7,2019-07-31,2019-07-31 1948072,1948072,236110,3,4,2,3,2,2,2,1,2
15170,29,7,2019-07-29,2019-07-29 2100955,2100955,722511,3,9,1,2,2,1,1,4,1
10052,25,11,2019-11-25,2019-11-25 2131990,2131990,238160,2,4,6,4,2,2,2,3,4
3500,31,5,2019-05-31,2019-05-31 2086393,2086393,722512,1,9,1,3,2,1,1,1,1
10309,6,9,2019-09-06,2019-09-06 2071570,2071570,236110,2,4,6,4,2,2,2,1,4
17984,11,6,2019-06-11,2019-06-11 89137,89137,212323,4,2,1,3,1,2,1,4,1
12616,16,8,2019-08-16,2019-08-16 2107029,2107029,238160,2,4,6,4,2,2,2,1,4
12173,17,5,2019-05-17,2019-05-17 1196847,1196847,713910,2,12,7,1,2,1,1,2,5
23249,6,8,2019-08-06,2019-08-06 2100256,2100256,238910,4,4,5,5,2,2,2,1,3
25574,15,5,2019-05-15,2019-05-15 2006791,2006791,236220,5,4,2,4,2,2,2,1,1
12983,17,9,2019-09-17,2019-09-17 68546,68546,622111,2,8,5,2,1,2,1,4,4
4638,1,3,2019-03-01,2019-03-01 2041882,2041882,236110,1,4,4,5,2,2,2,1,2
18734,20,9,2019-09-20,2019-09-20 92705,92705,212323,4,2,1,3,1,2,1,3,1
9634,9,12,2019-12-09,2019-12-09 2133461,2133461,236220,2,4,6,4,2,2,2,3,4
24991,1,8,2019-08-01,2019-08-01 2057388,2057388,237990,5,4,2,4,2,2,2,1,1
325,17,9,2019-09-17,2019-09-17 20819,20819,325110,1,5,3,1,1,1,2,1,3
25042,31,10,2019-10-31,2019-10-31 2017883,2017883,236110,5,4,2,4,2,2,2,3,1
24208,7,8,2019-08-07,2019-08-07 2087335,2087335,236110,5,4,2,4,2,2,2,2,1
23155,30,12,2019-12-30,2019-12-30 2078083,2078083,236220,4,4,5,5,2,2,2,1,3
2408,9,4,2019-04-09,2019-04-09 2074841,2074841,445210,1,12,6,1,2,1,1,1,5
19288,16,10,2019-10-16,2019-10-16 2122172,2122172,493110,4,6,4,3,1,1,2,1,3
9702,30,7,2019-07-30,2019-07-30 2040141,2040141,236220,2,4,6,4,2,2,2,1,4
16071,22,11,2019-11-22,2019-11-22 1933127,1933127,236110,3,4,2,3,2,2,2,1,2
1785,19,2,2019-02-19,2019-02-19 2034195,2034195,236110,1,4,4,5,2,2,2,3,2
24665,14,6,2019-06-14,2019-06-14 2072972,2072972,236110,5,4,2,4,2,2,2,1,1
24807,8,8,2019-08-08,2019-08-08 2075892,2075892,237310,5,4,2,4,2,2,2,1,1
5390,4,2,2019-02-04,2019-02-04 88279,88279,212323,2,2,1,1,1,2,1,3,1
26312,8,10,2019-10-08,2019-10-08 2115875,2115875,236110,5,4,2,4,2,2,2,2,1
3316,17,4,2019-04-17,2019-04-17 2042963,2042963,236110,1,4,4,5,2,2,2,3,2
13139,20,11,2019-11-20,2019-11-20 2125020,2125020,236110,2,4,6,4,2,2,2,3,4
22732,25,1,2019-01-25,2019-01-25 2030958,2030958,236220,4,4,5,5,2,2,2,3,3
15520,29,8,2019-08-29,2019-08-29 2109770,2109770,532111,3,12,7,1,2,1,1,3,5
18467,24,9,2019-09-24,2019-09-24 2098217,2098217,236110,4,4,5,5,2,2,2,1,3
17499,2,1,2019-01-02,2019-01-02 89736,89736,212315,4,2,1,3,1,2,1,1,1
15347,9,6,2019-06-09,2019-06-09 2023257,2023257,236110,3,4,2,3,2,2,2,3,2
20092,26,7,2019-07-26,2019-07-26 2101380,2101380,236110,4,4,5,5,2,2,2,1,3
10556,1,10,2019-10-01,2019-10-01 2121570,2121570,722511,2,9,2,3,2,1,1,1,1
11434,29,7,2019-07-29,2019-07-29 1973953,1973953,236110,2,4,6,4,2,2,2,4,4
25998,1,3,2019-03-01,2019-03-01 2065527,2065527,236220,5,4,2,4,2,2,2,1,1
25486,30,8,2019-08-30,2019-08-30 1834651,1834651,722512,5,9,1,5,2,1,1,1,1
12012,9,12,2019-12-09,2019-12-09 2134311,2134311,621610,2,8,5,2,1,2,1,2,4
17021,28,9,2019-09-28,2019-09-28 2118543,2118543,236110,3,4,2,3,2,2,2,3,2
8417,17,12,2019-12-17,2019-12-17 2129594,2129594,236220,2,4,6,4,2,2,2,2,4
25301,10,10,2019-10-10,2019-10-10 1812937,1812937,562110,5,12,3,1,2,1,1,1,2
17150,4,7,2019-07-04,2019-07-04 1918402,1918402,236110,3,4,2,3,2,2,2,2,2
8511,29,5,2019-05-29,2019-05-29 1911367,1911367,236110,2,4,6,4,2,2,2,3,4
26427,15,4,2019-04-15,2019-04-15 2077036,2077036,236220,5,4,2,4,2,2,2,4,1
5532,29,10,2019-10-29,2019-10-29 2046393,2046393,236110,2,4,6,4,2,2,2,4,4
16389,11,2,2019-02-11,2019-02-11 2060794,2060794,448199,3,12,7,1,2,1,1,3,5
12481,3,8,2019-08-03,2019-08-03 2100233,2100233,446120,2,12,7,1,2,1,1,4,5
25711,14,3,2019-03-14,2019-03-14 1675225,1675225,624220,5,8,3,1,1,2,1,1,2
6004,11,10,2019-10-11,2019-10-11 1606569,1606569,416120,2,12,7,1,2,1,1,2,5
19851,25,4,2019-04-25,2019-04-25 1879122,1879122,561320,4,12,7,1,2,1,1,3,5
26511,11,12,2019-12-11,2019-12-11 2134728,2134728,611110,5,7,1,1,1,2,1,2,1
23382,6,6,2019-06-06,2019-06-06 2076997,2076997,238910,4,4,5,5,2,2,2,1,3
15419,9,9,2019-09-09,2019-09-09 2113130,2113130,236110,3,4,2,3,2,2,2,4,2
8501,9,9,2019-09-09,2019-09-09 2112410,2112410,722511,2,9,2,3,2,1,1,4,1
19329,14,3,2019-03-14,2019-03-14 197334,197334,332710,4,5,7,2,1,1,2,3,5
12940,6,8,2019-08-06,2019-08-06 2063663,2063663,236110,2,4,6,4,2,2,2,4,4
542,10,10,2019-10-10,2019-10-10 2103166,2103166,236220,1,4,4,5,2,2,2,1,2
21361,27,9,2019-09-27,2019-09-27 2117437,2117437,522310,4,12,7,1,2,1,1,1,5
20029,22,10,2019-10-22,2019-10-22 2123947,2123947,332999,4,5,7,2,1,1,2,4,5
5957,19,8,2019-08-19,2019-08-19 2099236,2099236,236220,2,4,6,4,2,2,2,1,4
1223,20,2,2019-02-20,2019-02-20 1990396,1990396,237110,1,4,4,5,2,2,2,3,2
12836,6,6,2019-06-06,2019-06-06 2089722,2089722,238990,2,4,6,4,2,2,2,3,4
2332,1,5,2019-05-01,2019-05-01 239571,239571,713910,1,12,6,1,2,1,1,2,5
12193,6,9,2019-09-06,2019-09-06 1975403,1975403,236210,2,4,6,4,2,2,2,1,4
4604,26,2,2019-02-26,2019-02-26 2047616,2047616,236210,1,4,4,5,2,2,2,1,2
1191,10,10,2019-10-10,2019-10-10 2078510,2078510,236110,1,4,4,5,2,2,2,3,2
23040,14,6,2019-06-14,2019-06-14 2089869,2089869,236220,4,4,5,5,2,2,2,3,3
22173,5,1,2019-01-05,2019-01-05 2028376,2028376,236110,4,4,5,5,2,2,2,3,3
16444,4,7,2019-07-04,2019-07-04 1857972,1857972,237310,3,4,2,3,2,2,2,1,2
3752,15,4,2019-04-15,2019-04-15 2075769,2075769,326196,1,5,3,1,1,1,2,1,3
15048,24,7,2019-07-24,2019-07-24 2099585,2099585,337213,3,5,4,1,1,1,2,1,3
12384,6,7,2019-07-06,2019-07-06 2095140,2095140,812116,2,10,2,2,1,1,2,1,1
18298,6,3,2019-03-06,2019-03-06 2065854,2065854,493110,4,6,4,3,1,1,2,3,3
10616,4,2,2019-02-04,2019-02-04 2058421,2058421,335312,2,5,7,2,1,1,2,3,5
11102,16,4,2019-04-16,2019-04-16 1704772,1704772,334410,2,5,7,2,1,1,2,3,5
6963,11,3,2019-03-11,2019-03-11 2022095,2022095,236110,2,4,6,4,2,2,2,4,4
17099,2,7,2019-07-02,2019-07-02 2253,2253,413160,3,12,7,1,2,1,1,3,5
11888,17,4,2019-04-17,2019-04-17 2076355,2076355,451120,2,12,7,1,2,1,1,1,5
24240,29,4,2019-04-29,2019-04-29 1941753,1941753,237130,5,4,2,4,2,2,2,4,1
6219,3,6,2019-06-03,2019-06-03 1631798,1631798,623999,2,8,5,2,1,2,1,2,4
7412,4,11,2019-11-04,2019-11-04 2127211,2127211,416110,2,12,7,1,2,1,1,3,5
10400,26,1,2019-01-26,2019-01-26 2014428,2014428,236110,2,4,6,4,2,2,2,2,4
1403,12,2,2019-02-12,2019-02-12 2057437,2057437,237990,1,4,4,5,2,2,2,4,2
7266,15,1,2019-01-15,2019-01-15 2038786,2038786,236110,2,4,6,4,2,2,2,3,4
14737,23,9,2019-09-23,2019-09-23 2116061,2116061,812115,3,10,1,2,1,1,2,3,1
11470,23,7,2019-07-23,2019-07-23 2099440,2099440,238160,2,4,6,4,2,2,2,3,4
8445,9,1,2019-01-09,2019-01-09 2053263,2053263,621110,2,8,5,2,1,2,1,1,4
27031,11,6,2019-06-11,2019-06-11 424850,424850,812115,5,10,1,1,1,1,2,3,1
3499,31,5,2019-05-31,2019-05-31 1737499,1737499,453910,1,12,6,1,2,1,1,1,5
17387,21,8,2019-08-21,2019-08-21 2108057,2108057,237310,4,4,5,5,2,2,2,2,3
12382,6,7,2019-07-06,2019-07-06 2095133,2095133,812116,2,10,2,2,1,1,2,1,1
476,9,8,2019-08-09,2019-08-09 2018408,2018408,236110,1,4,4,5,2,2,2,4,2
2306,23,4,2019-04-23,2019-04-23 2077172,2077172,236220,1,4,4,5,2,2,2,3,2
23516,24,10,2019-10-24,2019-10-24 2124007,2124007,236220,4,4,5,5,2,2,2,1,3
12227,17,1,2019-01-17,2019-01-17 2051806,2051806,315990,2,5,7,2,1,1,2,4,5
6691,17,4,2019-04-17,2019-04-17 2076773,2076773,236110,2,4,6,4,2,2,2,4,4
23226,25,7,2019-07-25,2019-07-25 2096987,2096987,236220,4,4,5,5,2,2,2,1,3
13238,23,5,2019-05-23,2019-05-23 2085025,2085025,812115,2,10,2,2,1,1,2,2,1
6777,18,6,2019-06-18,2019-06-18 2090537,2090537,236110,2,4,6,4,2,2,2,3,4
12410,4,8,2019-08-04,2019-08-04 2103329,2103329,238160,2,4,6,4,2,2,2,3,4
12652,14,8,2019-08-14,2019-08-14 2107588,2107588,812115,2,10,2,2,1,1,2,2,1
8579,31,10,2019-10-31,2019-10-31 2125461,2125461,326198,2,5,7,2,1,1,2,3,5
1521,2,10,2019-10-02,2019-10-02 2119378,2119378,238160,1,4,4,5,2,2,2,4,2
15779,16,3,2019-03-16,2019-03-16 2048443,2048443,236110,3,4,2,3,2,2,2,2,2
18652,16,2,2019-02-16,2019-02-16 2062398,2062398,236110,4,4,5,5,2,2,2,2,3
27107,21,6,2019-06-21,2019-06-21 2091843,2091843,236110,5,4,2,4,2,2,2,4,1
21931,25,9,2019-09-25,2019-09-25 2094066,2094066,237110,4,4,5,5,2,2,2,4,3
4840,22,7,2019-07-22,2019-07-22 2098888,2098888,722512,1,9,1,3,2,1,1,2,1
8508,29,5,2019-05-29,2019-05-29 1327276,1327276,493190,2,6,6,3,1,1,2,1,5
8442,15,7,2019-07-15,2019-07-15 2097596,2097596,713940,2,12,7,1,2,1,1,4,5
26997,20,3,2019-03-20,2019-03-20 8888,8888,322130,5,5,1,1,1,1,2,3,1
1806,19,7,2019-07-19,2019-07-19 2098646,2098646,812115,1,10,1,2,1,1,2,4,1
11297,9,5,2019-05-09,2019-05-09 2078339,2078339,236220,2,4,6,4,2,2,2,3,4
26192,22,11,2019-11-22,2019-11-22 2131710,2131710,238160,5,4,2,4,2,2,2,1,1
13708,3,4,2019-04-03,2019-04-03 1286693,1286693,811111,2,10,2,2,1,1,2,3,1
6351,18,12,2019-12-18,2019-12-18 1979481,1979481,236110,2,4,6,4,2,2,2,3,4
23292,31,7,2019-07-31,2019-07-31 2098317,2098317,237110,4,4,5,5,2,2,2,1,3
414,4,12,2019-12-04,2019-12-04 1308645,1308645,623999,1,8,4,1,1,2,1,1,4
16383,5,7,2019-07-05,2019-07-05 2095105,2095105,722512,3,9,1,2,2,1,1,3,1
5040,12,8,2019-08-12,2019-08-12 2078521,2078521,236220,2,4,6,4,2,2,2,1,4
1335,6,6,2019-06-06,2019-06-06 2064548,2064548,236220,1,4,4,5,2,2,2,1,2
7921,5,2,2019-02-05,2019-02-05 1833862,1833862,811490,2,10,2,2,1,1,2,3,1
24982,27,11,2019-11-27,2019-11-27 2034034,2034034,236210,5,4,2,4,2,2,2,1,1
21392,14,3,2019-03-14,2019-03-14 1138249,1138249,444120,4,12,7,1,2,1,1,1,5
16798,17,9,2019-09-17,2019-09-17 2088796,2088796,236110,3,4,2,3,2,2,2,4,2
25155,20,11,2019-11-20,2019-11-20 2024546,2024546,236220,5,4,2,4,2,2,2,1,1
24069,27,7,2019-07-27,2019-07-27 2100237,2100237,236110,4,4,5,5,2,2,2,3,3
1072,7,11,2019-11-07,2019-11-07 2108431,2108431,236220,1,4,4,5,2,2,2,4,2
13221,13,9,2019-09-13,2019-09-13 2114453,2114453,236110,2,4,6,4,2,2,2,4,4
13674,12,9,2019-09-12,2019-09-12 2113567,2113567,236220,2,4,6,4,2,2,2,1,4
2640,2,10,2019-10-02,2019-10-02 2087741,2087741,236220,1,4,4,5,2,2,2,3,2
14383,29,7,2019-07-29,2019-07-29 2079314,2079314,237310,2,4,6,4,2,2,2,1,4
24132,29,5,2019-05-29,2019-05-29 2086914,2086914,236110,4,4,5,5,2,2,2,3,3
18728,7,8,2019-08-07,2019-08-07 2067295,2067295,237110,4,4,5,5,2,2,2,1,3
21047,25,10,2019-10-25,2019-10-25 86125,86125,212323,4,2,1,3,1,2,1,1,1
12378,30,5,2019-05-30,2019-05-30 2087398,2087398,722512,2,9,2,3,2,1,1,1,1
6322,10,7,2019-07-10,2019-07-10 1046664,1046664,623110,2,8,5,2,1,2,1,1,4
6134,15,1,2019-01-15,2019-01-15 2055274,2055274,541990,2,12,7,1,2,1,1,3,5
8901,11,3,2019-03-11,2019-03-11 1919706,1919706,236110,2,4,6,4,2,2,2,3,4
14505,5,7,2019-07-05,2019-07-05 2086933,2086933,236110,2,4,6,4,2,2,2,3,4
13501,16,10,2019-10-16,2019-10-16 2122838,2122838,236220,2,4,6,4,2,2,2,1,4
16871,28,11,2019-11-28,2019-11-28 2040383,2040383,722511,3,9,1,2,2,1,1,3,1
4007,11,9,2019-09-11,2019-09-11 1609444,1609444,452110,1,12,6,1,2,1,1,3,5
26211,17,12,2019-12-17,2019-12-17 44940,44940,441120,5,12,3,1,2,1,1,3,2
3005,5,3,2019-03-05,2019-03-05 1716176,1716176,335990,1,5,3,1,1,1,2,1,3
21278,23,5,2019-05-23,2019-05-23 1695661,1695661,444130,4,12,7,1,2,1,1,4,5
19537,4,12,2019-12-04,2019-12-04 1140630,1140630,485310,4,6,4,3,1,1,2,4,3
9147,25,6,2019-06-25,2019-06-25 2017681,2017681,713992,2,12,7,1,2,1,1,1,5
23275,17,12,2019-12-17,2019-12-17 2124520,2124520,236210,4,4,5,5,2,2,2,1,3
15579,4,11,2019-11-04,2019-11-04 2127332,2127332,311814,3,5,4,1,1,1,2,1,3
7129,15,7,2019-07-15,2019-07-15 1990820,1990820,236110,2,4,6,4,2,2,2,1,4
18645,9,10,2019-10-09,2019-10-09 88955,88955,212323,4,2,1,3,1,2,1,4,1
17886,10,12,2019-12-10,2019-12-10 2111378,2111378,236110,4,4,5,5,2,2,2,3,3
25207,10,4,2019-04-10,2019-04-10 2072558,2072558,236220,5,4,2,4,2,2,2,1,1
15991,11,10,2019-10-11,2019-10-11 2121506,2121506,531310,3,12,7,1,2,1,1,1,5
1561,15,5,2019-05-15,2019-05-15 2082971,2082971,238990,1,4,4,5,2,2,2,3,2
18767,10,1,2019-01-10,2019-01-10 2037505,2037505,236110,4,4,5,5,2,2,2,3,3
7325,22,1,2019-01-22,2019-01-22 1973564,1973564,236220,2,4,6,4,2,2,2,2,4
